region,offense,incident_count,offense_count,year
South,pornography-obscence-material,979,979,2006
South,pornography-obscence-material,514,514,2003
South,pornography-obscence-material,117,117,1998
South,pornography-obscence-material,76,76,1997
South,pornography-obscence-material,5376,5376,2017
South,pornography-obscence-material,1216,1216,2007
South,pornography-obscence-material,80,80,1991
South,pornography-obscence-material,12,12,1993
South,pornography-obscence-material,41,41,1994
South,pornography-obscence-material,442,442,2002
South,pornography-obscence-material,2593,2593,2012
South,pornography-obscence-material,291,291,2000
South,pornography-obscence-material,2103,2103,2010
South,pornography-obscence-material,3206,3206,2013
South,pornography-obscence-material,9250,9250,2019
South,pornography-obscence-material,172,172,1999
South,pornography-obscence-material,2313,2313,2011
South,pornography-obscence-material,755,755,2005
South,pornography-obscence-material,357,357,2001
South,prostitution,2631,2631,2018
South,prostitution,60,60,1995
South,prostitution,3388,3388,2015
South,prostitution,583,583,1992
South,prostitution,3462,3462,2014
South,prostitution,3667,3667,2004
South,prostitution,6028,6028,2009
South,prostitution,5035,5035,2008
South,prostitution,3340,3340,2016
South,prostitution,145,145,1996
South,prostitution,541,541,1991
South,prostitution,133,133,1993
South,prostitution,5071,5071,2006
South,prostitution,3351,3351,2003
South,prostitution,623,623,1998
South,prostitution,322,322,1997
South,prostitution,5384,5384,2007
South,prostitution,2618,2618,2017
South,prostitution,4927,4927,2010
South,prostitution,3303,3303,2013
South,prostitution,3791,3791,2019
South,prostitution,1089,1089,1999
South,prostitution,3985,3985,2002
South,prostitution,105,105,1994
South,prostitution,1901,1901,2000
South,prostitution,4227,4227,2012
South,prostitution,2770,2770,2001
South,prostitution,4663,4663,2011
South,prostitution,4041,4041,2005
South,purchasing-prostitution,161,161,2013
South,purchasing-prostitution,720,720,2019
South,purchasing-prostitution,302,302,2017
South,purchasing-prostitution,352,352,2016
South,purchasing-prostitution,251,251,2015
South,purchasing-prostitution,171,171,2014
South,purchasing-prostitution,391,391,2018
South,purse-snatching,2969,2969,2019
South,purse-snatching,1156,1156,1999
South,purse-snatching,2159,2159,2010
South,purse-snatching,2018,2018,2013
South,purse-snatching,1537,1537,2000
South,purse-snatching,2025,2025,2012
South,purse-snatching,1857,1857,2002
South,purse-snatching,605,605,1994
South,purse-snatching,1906,1906,2001
South,purse-snatching,1807,1807,2005
South,purse-snatching,2061,2061,2011
South,purse-snatching,1851,1851,2004
South,purse-snatching,1983,1983,2018
South,purse-snatching,441,441,1995
South,purse-snatching,1563,1563,2015
South,purse-snatching,1632,1632,2014
South,purse-snatching,1254,1254,1992
South,purse-snatching,528,528,1996
South,purse-snatching,2340,2340,2009
South,purse-snatching,2156,2156,2008
South,purse-snatching,1595,1595,2016
South,purse-snatching,578,578,1993
South,purse-snatching,1279,1279,1991
South,purse-snatching,835,835,1998
South,purse-snatching,601,601,1997
South,purse-snatching,1944,1944,2007
South,purse-snatching,1721,1721,2017
South,purse-snatching,2063,2063,2006
South,purse-snatching,1799,1799,2003
South,rape,2044,2083,1996
South,rape,9986,10258,2009
South,rape,9189,9404,2008
South,rape,11127,11414,2016
South,rape,8034,8250,2004
South,rape,14689,15052,2018
South,rape,1681,1721,1995
South,rape,9403,9642,2014
South,rape,3278,3325,1992
South,rape,10411,10706,2015
South,rape,2599,2649,1997
South,rape,3307,3366,1998
South,rape,9017,9230,2007
South,rape,12573,12927,2017
South,rape,7594,7790,2003
South,rape,9180,9404,2006
South,rape,1938,1966,1993
South,rape,3262,3313,1991
South,rape,6135,6245,2000
South,rape,9970,10240,2012
South,rape,7944,8116,2002
South,rape,2066,2104,1994
South,rape,4316,4414,1999
South,rape,18715,19142,2019
South,rape,9198,9425,2013
South,rape,9868,10162,2010
South,rape,8559,8775,2005
South,rape,9932,10186,2011
South,rape,7074,7263,2001
South,robbery,33938,33938,2008
South,robbery,32394,32394,2009
South,robbery,28266,28266,2016
South,robbery,6987,6987,1996
South,robbery,5299,5299,1995
South,robbery,34771,34771,2018
South,robbery,11582,11582,1992
South,robbery,25180,25180,2014
South,robbery,26759,26759,2015
South,robbery,26364,26364,2004
South,robbery,26508,26508,2003
South,robbery,33375,33375,2006
South,robbery,8127,8127,1997
South,robbery,9272,9272,1998
South,robbery,28171,28171,2017
South,robbery,34148,34148,2007
South,robbery,11621,11621,1991
South,robbery,6995,6995,1993
South,robbery,7112,7112,1994
South,robbery,26972,26972,2002
South,robbery,27647,27647,2012
South,robbery,21067,21067,2000
South,robbery,25421,25421,2013
South,robbery,29273,29273,2010
South,robbery,12207,12207,1999
South,robbery,49051,49051,2019
South,robbery,28253,28253,2011
South,robbery,29145,29145,2005
South,robbery,26563,26563,2001
South,sexual-assult-with-an-object,1847,1974,2018
South,sexual-assult-with-an-object,238,257,1995
South,sexual-assult-with-an-object,1335,1415,2015
South,sexual-assult-with-an-object,1409,1500,2014
South,sexual-assult-with-an-object,233,244,1992
South,sexual-assult-with-an-object,1333,1447,2004
South,sexual-assult-with-an-object,1370,1463,2009
South,sexual-assult-with-an-object,1575,1667,2008
South,sexual-assult-with-an-object,1449,1547,2016
South,sexual-assult-with-an-object,327,351,1996
South,sexual-assult-with-an-object,131,137,1991
South,sexual-assult-with-an-object,239,248,1993
South,sexual-assult-with-an-object,1355,1465,2006
South,sexual-assult-with-an-object,1205,1292,2003
South,sexual-assult-with-an-object,695,725,1998
South,sexual-assult-with-an-object,479,517,1997
South,sexual-assult-with-an-object,1483,1585,2007
South,sexual-assult-with-an-object,1629,1709,2017
South,sexual-assult-with-an-object,1431,1533,2010
South,sexual-assult-with-an-object,1349,1448,2013
South,sexual-assult-with-an-object,2179,2283,2019
South,sexual-assult-with-an-object,912,973,1999
South,sexual-assult-with-an-object,1413,1503,2002
South,sexual-assult-with-an-object,276,288,1994
South,sexual-assult-with-an-object,1435,1552,2000
South,sexual-assult-with-an-object,1476,1593,2012
South,sexual-assult-with-an-object,1314,1436,2001
South,sexual-assult-with-an-object,1409,1521,2011
South,sexual-assult-with-an-object,1400,1514,2005
South,sex-offenses-non-forcible,1604,1636,2001
South,sex-offenses-non-forcible,88,91,1997
South,sex-offenses-non-forcible,81,88,1998
South,sex-offenses-non-forcible,203,226,2007
South,sex-offenses-non-forcible,222,247,2017
South,sex-offenses-non-forcible,180,198,2003
South,sex-offenses-non-forcible,218,246,2006
South,sex-offenses-non-forcible,95,120,1993
South,sex-offenses-non-forcible,1806,1852,2011
South,sex-offenses-non-forcible,2136,2205,2005
South,sex-offenses-non-forcible,41,49,1991
South,sex-offenses-non-forcible,1558,1604,2013
South,sex-offenses-non-forcible,62,69,1996
South,sex-offenses-non-forcible,1882,1920,2010
South,sex-offenses-non-forcible,186,210,2009
South,sex-offenses-non-forcible,174,195,2008
South,sex-offenses-non-forcible,1042,1086,1999
South,sex-offenses-non-forcible,2178,2228,2019
South,sex-offenses-non-forcible,158,177,2016
South,sex-offenses-non-forcible,1701,1758,2002
South,sex-offenses-non-forcible,311,316,1994
South,sex-offenses-non-forcible,184,217,2004
South,sex-offenses-non-forcible,1460,1500,2000
South,sex-offenses-non-forcible,211,234,2018
South,sex-offenses-non-forcible,56,58,1995
South,sex-offenses-non-forcible,1780,1822,2012
South,sex-offenses-non-forcible,41,46,1992
South,sex-offenses-non-forcible,153,165,2014
South,sex-offenses-non-forcible,177,194,2015
South,sex-offenses-non-forcible,150,175,2005
South,sex-offenses-non-forcible,254,261,1991
South,sex-offenses-non-forcible,323,334,1993
South,sex-offenses-non-forcible,194,215,2011
South,sex-offenses-non-forcible,1851,1923,2003
South,sex-offenses-non-forcible,2137,2197,2006
South,sex-offenses-non-forcible,1916,1962,2007
South,sex-offenses-non-forcible,1452,1488,2017
South,sex-offenses-non-forcible,523,543,1997
South,sex-offenses-non-forcible,146,167,2001
South,sex-offenses-non-forcible,709,741,1998
South,sex-offenses-non-forcible,1611,1658,2014
South,sex-offenses-non-forcible,313,321,1992
South,sex-offenses-non-forcible,1552,1587,2015
South,sex-offenses-non-forcible,182,189,2000
South,sex-offenses-non-forcible,1550,1587,2018
South,sex-offenses-non-forcible,368,379,1995
South,sex-offenses-non-forcible,229,259,2012
South,sex-offenses-non-forcible,2042,2103,2004
South,sex-offenses-non-forcible,181,195,2002
South,sex-offenses-non-forcible,49,64,1994
South,sex-offenses-non-forcible,122,134,1999
South,sex-offenses-non-forcible,243,287,2019
South,sex-offenses-non-forcible,1459,1501,2016
South,sex-offenses-non-forcible,2086,2134,2009
South,sex-offenses-non-forcible,1909,1958,2008
South,sex-offenses-non-forcible,471,492,1996
South,sex-offenses-non-forcible,209,230,2013
South,sex-offenses-non-forcible,189,209,2010
South,shoplifting,128326,128326,2011
South,shoplifting,91077,91077,2005
South,shoplifting,76772,76772,2001
South,shoplifting,19274,19274,1994
South,shoplifting,80356,80356,2002
South,shoplifting,141509,141509,2012
South,shoplifting,61705,61705,2000
South,shoplifting,150107,150107,2013
South,shoplifting,123351,123351,2010
South,shoplifting,43413,43413,1999
South,shoplifting,238813,238813,2019
South,shoplifting,82093,82093,2003
South,shoplifting,88951,88951,2006
South,shoplifting,159713,159713,2017
South,shoplifting,101772,101772,2007
South,shoplifting,23960,23960,1997
South,shoplifting,30153,30153,1998
South,shoplifting,36617,36617,1991
South,shoplifting,18133,18133,1993
South,shoplifting,155836,155836,2016
South,shoplifting,113633,113633,2008
South,shoplifting,135484,135484,2009
South,shoplifting,20446,20446,1996
South,shoplifting,34055,34055,1992
South,shoplifting,160686,160686,2014
South,shoplifting,168565,168565,2015
South,shoplifting,16159,16159,1995
South,shoplifting,177622,177622,2018
South,shoplifting,89888,89888,2004
South,simple-assault,366967,425950,2018
South,simple-assault,48520,53686,1995
South,simple-assault,302525,354028,2015
South,simple-assault,74210,77337,1992
South,simple-assault,291767,341895,2014
South,simple-assault,276575,315513,2004
South,simple-assault,323476,376039,2009
South,simple-assault,306351,355427,2008
South,simple-assault,305000,357094,2016
South,simple-assault,63935,71450,1996
South,simple-assault,70870,73377,1991
South,simple-assault,45598,49484,1993
South,simple-assault,301684,346183,2006
South,simple-assault,258612,294122,2003
South,simple-assault,113362,127171,1998
South,simple-assault,81274,91042,1997
South,simple-assault,308153,355884,2007
South,simple-assault,315950,369673,2017
South,simple-assault,321536,374402,2010
South,simple-assault,294941,345533,2013
South,simple-assault,483085,557815,2019
South,simple-assault,158520,177346,1999
South,simple-assault,243610,275636,2002
South,simple-assault,51869,57104,1994
South,simple-assault,220676,246524,2000
South,simple-assault,314362,367370,2012
South,simple-assault,245892,276869,2001
South,simple-assault,319274,373040,2011
South,simple-assault,291085,332930,2005
South,sodomy,4959,5348,2019
South,sodomy,1431,1556,1999
South,sodomy,2586,2743,2010
South,sodomy,2873,3131,2013
South,sodomy,1584,1698,2000
South,sodomy,2963,3196,2012
South,sodomy,1776,1936,2002
South,sodomy,482,517,1994
South,sodomy,1745,1903,2001
South,sodomy,1958,2135,2005
South,sodomy,2879,3144,2011
South,sodomy,1925,2089,2004
South,sodomy,3312,3609,2015
South,sodomy,594,629,1992
South,sodomy,3096,3353,2014
South,sodomy,4226,4518,2018
South,sodomy,456,492,1995
South,sodomy,570,625,1996
South,sodomy,3485,3797,2016
South,sodomy,2580,2812,2009
South,sodomy,2032,2203,2008
South,sodomy,470,505,1993
South,sodomy,530,573,1991
South,sodomy,2007,2184,2007
South,sodomy,3737,4017,2017
South,sodomy,1141,1231,1998
South,sodomy,838,922,1997
South,sodomy,2223,2406,2006
South,sodomy,1899,2049,2003
South,sports-tampering,5,5,2011
South,sports-tampering,11,11,2013
South,sports-tampering,2,2,1999
South,sports-tampering,4,4,2019
South,sports-tampering,1,1,2002
South,sports-tampering,5,5,2012
South,sports-tampering,2,2,2000
South,sports-tampering,1,1,2006
South,sports-tampering,4,4,2017
South,sports-tampering,1,1,2007
South,sports-tampering,1,1,1998
South,sports-tampering,5,5,2014
South,sports-tampering,7,7,2015
South,sports-tampering,2,2,2018
South,sports-tampering,1,1,2004
South,sports-tampering,3,3,2016
South,sports-tampering,2,2,2008
South,statutory-rape,1604,1636,2001
South,statutory-rape,1806,1852,2011
South,statutory-rape,2136,2205,2005
South,statutory-rape,1558,1604,2013
South,statutory-rape,1882,1920,2010
South,statutory-rape,1042,1086,1999
South,statutory-rape,2178,2228,2019
South,statutory-rape,1701,1758,2002
South,statutory-rape,311,316,1994
South,statutory-rape,1460,1500,2000
South,statutory-rape,1780,1822,2012
South,statutory-rape,254,261,1991
South,statutory-rape,323,334,1993
South,statutory-rape,1851,1923,2003
South,statutory-rape,2137,2197,2006
South,statutory-rape,1916,1962,2007
South,statutory-rape,1452,1488,2017
South,statutory-rape,523,543,1997
South,statutory-rape,709,741,1998
South,statutory-rape,1611,1658,2014
South,statutory-rape,313,321,1992
South,statutory-rape,1552,1587,2015
South,statutory-rape,1550,1587,2018
South,statutory-rape,368,379,1995
South,statutory-rape,2042,2103,2004
South,statutory-rape,1459,1501,2016
South,statutory-rape,2086,2134,2009
South,statutory-rape,1909,1958,2008
South,statutory-rape,471,492,1996
South,stolen-property-offenses,702,702,1996
South,stolen-property-offenses,16670,16670,2016
South,stolen-property-offenses,11686,11686,2009
South,stolen-property-offenses,9790,9790,2008
South,stolen-property-offenses,7805,7805,2004
South,stolen-property-offenses,13223,13223,2014
South,stolen-property-offenses,1648,1648,1992
South,stolen-property-offenses,14317,14317,2015
South,stolen-property-offenses,19990,19990,2018
South,stolen-property-offenses,511,511,1995
South,stolen-property-offenses,9618,9618,2007
South,stolen-property-offenses,18615,18615,2017
South,stolen-property-offenses,1067,1067,1997
South,stolen-property-offenses,1812,1812,1998
South,stolen-property-offenses,6231,6231,2003
South,stolen-property-offenses,9173,9173,2006
South,stolen-property-offenses,484,484,1993
South,stolen-property-offenses,1409,1409,1991
South,stolen-property-offenses,3399,3399,2000
South,stolen-property-offenses,13366,13366,2012
South,stolen-property-offenses,5279,5279,2002
South,stolen-property-offenses,554,554,1994
South,stolen-property-offenses,2406,2406,1999
South,stolen-property-offenses,25957,25957,2019
South,stolen-property-offenses,13189,13189,2013
South,stolen-property-offenses,11628,11628,2010
South,stolen-property-offenses,8691,8691,2005
South,stolen-property-offenses,12407,12407,2011
South,stolen-property-offenses,4903,4903,2001
South,theft-from-building,77052,77052,2001
South,theft-from-building,87095,87095,2011
South,theft-from-building,78687,78687,2005
South,theft-from-building,80591,80591,2010
South,theft-from-building,89611,89611,2013
South,theft-from-building,93798,93798,2019
South,theft-from-building,40796,40796,1999
South,theft-from-building,75876,75876,2002
South,theft-from-building,10397,10397,1994
South,theft-from-building,66188,66188,2000
South,theft-from-building,90027,90027,2012
South,theft-from-building,15610,15610,1991
South,theft-from-building,10076,10076,1993
South,theft-from-building,82995,82995,2006
South,theft-from-building,75382,75382,2003
South,theft-from-building,24704,24704,1998
South,theft-from-building,16877,16877,1997
South,theft-from-building,81924,81924,2007
South,theft-from-building,77747,77747,2017
South,theft-from-building,74932,74932,2018
South,theft-from-building,8405,8405,1995
South,theft-from-building,82372,82372,2015
South,theft-from-building,85658,85658,2014
South,theft-from-building,16209,16209,1992
South,theft-from-building,75493,75493,2004
South,theft-from-building,77639,77639,2009
South,theft-from-building,80249,80249,2008
South,theft-from-building,80475,80475,2016
South,theft-from-building,11974,11974,1996
South,theft-from-coin-operated-machine-or-device,5337,5337,2001
South,theft-from-coin-operated-machine-or-device,4963,4963,2005
South,theft-from-coin-operated-machine-or-device,3629,3629,2011
South,theft-from-coin-operated-machine-or-device,2941,2941,1999
South,theft-from-coin-operated-machine-or-device,2463,2463,2019
South,theft-from-coin-operated-machine-or-device,2305,2305,2013
South,theft-from-coin-operated-machine-or-device,3295,3295,2010
South,theft-from-coin-operated-machine-or-device,4081,4081,2000
South,theft-from-coin-operated-machine-or-device,3707,3707,2012
South,theft-from-coin-operated-machine-or-device,5529,5529,2002
South,theft-from-coin-operated-machine-or-device,1210,1210,1994
South,theft-from-coin-operated-machine-or-device,1206,1206,1993
South,theft-from-coin-operated-machine-or-device,1605,1605,1991
South,theft-from-coin-operated-machine-or-device,1472,1472,1997
South,theft-from-coin-operated-machine-or-device,1905,1905,1998
South,theft-from-coin-operated-machine-or-device,3916,3916,2007
South,theft-from-coin-operated-machine-or-device,1630,1630,2017
South,theft-from-coin-operated-machine-or-device,5574,5574,2003
South,theft-from-coin-operated-machine-or-device,4739,4739,2006
South,theft-from-coin-operated-machine-or-device,5671,5671,2004
South,theft-from-coin-operated-machine-or-device,1719,1719,2018
South,theft-from-coin-operated-machine-or-device,896,896,1995
South,theft-from-coin-operated-machine-or-device,1580,1580,2014
South,theft-from-coin-operated-machine-or-device,1800,1800,1992
South,theft-from-coin-operated-machine-or-device,1468,1468,2015
South,theft-from-coin-operated-machine-or-device,1185,1185,1996
South,theft-from-coin-operated-machine-or-device,3401,3401,2009
South,theft-from-coin-operated-machine-or-device,3739,3739,2008
South,theft-from-coin-operated-machine-or-device,1500,1500,2016
South,theft-from-motor-vehicle,143939,143939,2006
South,theft-from-motor-vehicle,131544,131544,2003
South,theft-from-motor-vehicle,58376,58376,1998
South,theft-from-motor-vehicle,39635,39635,1997
South,theft-from-motor-vehicle,145905,145905,2007
South,theft-from-motor-vehicle,170926,170926,2017
South,theft-from-motor-vehicle,41137,41137,1991
South,theft-from-motor-vehicle,18608,18608,1993
South,theft-from-motor-vehicle,168597,168597,2009
South,theft-from-motor-vehicle,152370,152370,2008
South,theft-from-motor-vehicle,159094,159094,2016
South,theft-from-motor-vehicle,26430,26430,1996
South,theft-from-motor-vehicle,196979,196979,2018
South,theft-from-motor-vehicle,18387,18387,1995
South,theft-from-motor-vehicle,141534,141534,2015
South,theft-from-motor-vehicle,41900,41900,1992
South,theft-from-motor-vehicle,132648,132648,2014
South,theft-from-motor-vehicle,129634,129634,2004
South,theft-from-motor-vehicle,150427,150427,2011
South,theft-from-motor-vehicle,137094,137094,2005
South,theft-from-motor-vehicle,140156,140156,2001
South,theft-from-motor-vehicle,146057,146057,2002
South,theft-from-motor-vehicle,19516,19516,1994
South,theft-from-motor-vehicle,118182,118182,2000
South,theft-from-motor-vehicle,144903,144903,2012
South,theft-from-motor-vehicle,160782,160782,2010
South,theft-from-motor-vehicle,137946,137946,2013
South,theft-from-motor-vehicle,287506,287506,2019
South,theft-from-motor-vehicle,80036,80036,1999
South,theft-of-motor-vehicle-parts-or-accessories,42513,42513,2012
South,theft-of-motor-vehicle-parts-or-accessories,37512,37512,2000
South,theft-of-motor-vehicle-parts-or-accessories,18652,18652,1994
South,theft-of-motor-vehicle-parts-or-accessories,59822,59822,2002
South,theft-of-motor-vehicle-parts-or-accessories,54980,54980,2019
South,theft-of-motor-vehicle-parts-or-accessories,22053,22053,1999
South,theft-of-motor-vehicle-parts-or-accessories,56629,56629,2010
South,theft-of-motor-vehicle-parts-or-accessories,37539,37539,2013
South,theft-of-motor-vehicle-parts-or-accessories,62316,62316,2005
South,theft-of-motor-vehicle-parts-or-accessories,50684,50684,2011
South,theft-of-motor-vehicle-parts-or-accessories,48062,48062,2001
South,theft-of-motor-vehicle-parts-or-accessories,16624,16624,1996
South,theft-of-motor-vehicle-parts-or-accessories,65428,65428,2008
South,theft-of-motor-vehicle-parts-or-accessories,62156,62156,2009
South,theft-of-motor-vehicle-parts-or-accessories,32496,32496,2016
South,theft-of-motor-vehicle-parts-or-accessories,64125,64125,2004
South,theft-of-motor-vehicle-parts-or-accessories,14001,14001,1995
South,theft-of-motor-vehicle-parts-or-accessories,40965,40965,2018
South,theft-of-motor-vehicle-parts-or-accessories,32625,32625,2015
South,theft-of-motor-vehicle-parts-or-accessories,34938,34938,2014
South,theft-of-motor-vehicle-parts-or-accessories,25388,25388,1992
South,theft-of-motor-vehicle-parts-or-accessories,15812,15812,1998
South,theft-of-motor-vehicle-parts-or-accessories,14209,14209,1997
South,theft-of-motor-vehicle-parts-or-accessories,34825,34825,2017
South,theft-of-motor-vehicle-parts-or-accessories,61514,61514,2007
South,theft-of-motor-vehicle-parts-or-accessories,62740,62740,2006
South,theft-of-motor-vehicle-parts-or-accessories,64981,64981,2003
South,theft-of-motor-vehicle-parts-or-accessories,18326,18326,1993
South,theft-of-motor-vehicle-parts-or-accessories,20878,20878,1991
South,theft-from-motor-vehicle,143939,143939,2006
South,theft-from-motor-vehicle,131544,131544,2003
South,theft-from-motor-vehicle,58376,58376,1998
South,theft-from-motor-vehicle,39635,39635,1997
South,theft-from-motor-vehicle,145905,145905,2007
South,theft-from-motor-vehicle,170926,170926,2017
South,theft-from-motor-vehicle,41137,41137,1991
South,theft-from-motor-vehicle,18608,18608,1993
South,theft-from-motor-vehicle,168597,168597,2009
South,theft-from-motor-vehicle,152370,152370,2008
South,theft-from-motor-vehicle,159094,159094,2016
South,theft-from-motor-vehicle,26430,26430,1996
South,theft-from-motor-vehicle,196979,196979,2018
South,theft-from-motor-vehicle,18387,18387,1995
South,theft-from-motor-vehicle,141534,141534,2015
South,theft-from-motor-vehicle,41900,41900,1992
South,theft-from-motor-vehicle,132648,132648,2014
South,theft-from-motor-vehicle,129634,129634,2004
South,theft-from-motor-vehicle,150427,150427,2011
South,theft-from-motor-vehicle,137094,137094,2005
South,theft-from-motor-vehicle,140156,140156,2001
South,theft-from-motor-vehicle,146057,146057,2002
South,theft-from-motor-vehicle,19516,19516,1994
South,theft-from-motor-vehicle,118182,118182,2000
South,theft-from-motor-vehicle,144903,144903,2012
South,theft-from-motor-vehicle,160782,160782,2010
South,theft-from-motor-vehicle,137946,137946,2013
South,theft-from-motor-vehicle,287506,287506,2019
South,theft-from-motor-vehicle,80036,80036,1999
South,weapon-law-violation,33054,33054,2013
South,weapon-law-violation,29573,29573,2010
South,weapon-law-violation,11680,11680,1999
South,weapon-law-violation,68940,68940,2019
South,weapon-law-violation,3421,3421,1994
South,weapon-law-violation,21935,21935,2002
South,weapon-law-violation,30938,30938,2012
South,weapon-law-violation,16204,16204,2000
South,weapon-law-violation,19746,19746,2001
South,weapon-law-violation,29786,29786,2011
South,weapon-law-violation,29494,29494,2005
South,weapon-law-violation,5637,5637,1992
South,weapon-law-violation,33367,33367,2014
South,weapon-law-violation,37127,37127,2015
South,weapon-law-violation,2880,2880,1995
South,weapon-law-violation,52733,52733,2018
South,weapon-law-violation,26043,26043,2004
South,weapon-law-violation,42513,42513,2016
South,weapon-law-violation,31219,31219,2008
South,weapon-law-violation,30941,30941,2009
South,weapon-law-violation,3574,3574,1996
South,weapon-law-violation,4825,4825,1991
South,weapon-law-violation,1759,1759,1993
South,weapon-law-violation,23712,23712,2003
South,weapon-law-violation,31474,31474,2006
South,weapon-law-violation,47962,47962,2017
South,weapon-law-violation,31851,31851,2007
South,weapon-law-violation,5044,5044,1997
South,weapon-law-violation,7378,7378,1998
South,welfare-fraud,32,32,1996
South,welfare-fraud,373,373,2008
South,welfare-fraud,438,438,2009
South,welfare-fraud,412,412,2016
South,welfare-fraud,207,207,2004
South,welfare-fraud,17,17,1995
South,welfare-fraud,344,344,2018
South,welfare-fraud,620,620,2014
South,welfare-fraud,4,4,1992
South,welfare-fraud,488,488,2015
South,welfare-fraud,27,27,1997
South,welfare-fraud,66,66,1998
South,welfare-fraud,416,416,2017
South,welfare-fraud,360,360,2007
South,welfare-fraud,176,176,2003
South,welfare-fraud,239,239,2006
South,welfare-fraud,14,14,1991
South,welfare-fraud,546,546,2012
South,welfare-fraud,118,118,2000
South,welfare-fraud,6,6,1994
South,welfare-fraud,165,165,2002
South,welfare-fraud,68,68,1999
South,welfare-fraud,361,361,2019
South,welfare-fraud,552,552,2013
South,welfare-fraud,503,503,2010
South,welfare-fraud,381,381,2005
South,welfare-fraud,444,444,2011
South,welfare-fraud,138,138,2001
South,wire-fraud,1301,1301,2006
South,wire-fraud,646,646,2003
South,wire-fraud,4167,4167,2017
South,wire-fraud,1582,1582,2007
South,wire-fraud,81,81,1998
South,wire-fraud,36,36,1997
South,wire-fraud,32,32,1991
South,wire-fraud,6,6,1993
South,wire-fraud,3828,3828,2016
South,wire-fraud,1611,1611,2008
South,wire-fraud,1763,1763,2009
South,wire-fraud,10,10,1996
South,wire-fraud,3336,3336,2015
South,wire-fraud,2661,2661,2014
South,wire-fraud,17,17,1992
South,wire-fraud,22,22,1995
South,wire-fraud,5030,5030,2018
South,wire-fraud,842,842,2004
South,wire-fraud,2020,2020,2011
South,wire-fraud,1191,1191,2005
South,wire-fraud,527,527,2001
South,wire-fraud,7,7,1994
South,wire-fraud,535,535,2002
South,wire-fraud,2209,2209,2012
South,wire-fraud,227,227,2000
South,wire-fraud,1751,1751,2010
South,wire-fraud,2264,2264,2013
South,wire-fraud,7483,7483,2019
South,wire-fraud,124,124,1999
South,crime-against-person,366967,425950,2018
South,crime-against-person,1604,1636,2001
South,crime-against-person,88,91,1997
South,crime-against-person,1038,1105,2000
South,crime-against-person,1847,1974,2018
South,crime-against-person,13148,13907,1996
South,crime-against-person,81,88,1998
South,crime-against-person,52,56,2002
South,crime-against-person,10543,11614,2014
South,crime-against-person,4388,5155,2003
South,crime-against-person,1311,1432,1992
South,crime-against-person,1,1,2009
South,crime-against-person,5339,6259,2006
South,crime-against-person,23,27,1994
South,crime-against-person,238,257,1995
South,crime-against-person,11105,12324,2015
South,crime-against-person,1511,1629,2012
South,crime-against-person,48520,53686,1995
South,crime-against-person,66608,78274,2001
South,crime-against-person,2044,2083,1996
South,crime-against-person,203,226,2007
South,crime-against-person,4959,5348,2019
South,crime-against-person,49,51,2002
South,crime-against-person,96,115,2016
South,crime-against-person,1431,1556,1999
South,crime-against-person,13577,15024,2018
South,crime-against-person,1450,1608,1995
South,crime-against-person,302525,354028,2015
South,crime-against-person,1335,1415,2015
South,crime-against-person,222,247,2017
South,crime-against-person,9,9,1994
South,crime-against-person,1409,1500,2014
South,crime-against-person,74210,77337,1992
South,crime-against-person,233,244,1992
South,crime-against-person,291767,341895,2014
South,crime-against-person,180,198,2003
South,crime-against-person,1204,1307,2002
South,crime-against-person,9986,10258,2009
South,crime-against-person,218,246,2006
South,crime-against-person,67,74,2000
South,crime-against-person,352,369,1994
South,crime-against-person,7821,8580,2004
South,crime-against-person,91,98,2012
South,crime-against-person,88219,101357,2016
South,crime-against-person,9189,9404,2008
South,crime-against-person,1165,1334,1997
South,crime-against-person,1505,1740,1998
South,crime-against-person,2586,2743,2010
South,crime-against-person,2873,3131,2013
South,crime-against-person,6924,7847,2017
South,crime-against-person,22,22,2000
South,crime-against-person,98746,109797,2009
South,crime-against-person,94415,103490,2008
South,crime-against-person,5575,6568,2007
South,crime-against-person,11127,11414,2016
South,crime-against-person,97,98,2012
South,crime-against-person,1333,1447,2004
South,crime-against-person,276575,315513,2004
South,crime-against-person,1370,1463,2009
South,crime-against-person,71,76,2010
South,crime-against-person,323476,376039,2009
South,crime-against-person,1,1,2010
South,crime-against-person,1584,1698,2000
South,crime-against-person,4,5,2013
South,crime-against-person,67,72,2013
South,crime-against-person,11563,12753,2016
South,crime-against-person,195,232,2018
South,crime-against-person,2963,3196,2012
South,crime-against-person,84765,91435,2004
South,crime-against-person,306351,355427,2008
South,crime-against-person,1575,1667,2008
South,crime-against-person,65,67,2015
South,crime-against-person,677,721,1999
South,crime-against-person,96,105,2010
South,crime-against-person,72914,89652,2011
South,crime-against-person,95,120,1993
South,crime-against-person,10090,11088,2009
South,crime-against-person,37,40,2014
South,crime-against-person,3459,3776,2019
South,crime-against-person,110,123,2013
South,crime-against-person,8034,8250,2004
South,crime-against-person,8895,9820,2008
South,crime-against-person,1449,1547,2016
South,crime-against-person,753,810,1991
South,crime-against-person,1806,1852,2011
South,crime-against-person,305000,357094,2016
South,crime-against-person,87,157,2019
South,crime-against-person,1705,1904,1996
South,crime-against-person,164,170,2019
South,crime-against-person,13,13,1999
South,crime-against-person,1776,1936,2002
South,crime-against-person,14689,15052,2018
