region,offense,incident_count,offense_count,year
Northeast,assault-offenses,19346,21652,2004
Northeast,assault-offenses,18920,22120,2011
Northeast,assault-offenses,61338,70692,2016
Northeast,assault-offenses,21245,23959,2015
Northeast,assault-offenses,22082,24693,2014
Northeast,assault-offenses,21934,24810,2018
Northeast,assault-offenses,7810,8524,1996
Northeast,assault-offenses,15308,17920,2005
Northeast,assault-offenses,1743,1848,1995
Northeast,assault-offenses,17660,20356,2014
Northeast,assault-offenses,18332,21142,2015
Northeast,assault-offenses,29665,34350,2001
Northeast,assault-offenses,5835,6678,1995
Northeast,assault-offenses,20939,23319,2005
Northeast,assault-offenses,17507,19871,2018
Northeast,assault-offenses,13255,15600,2004
Northeast,assault-offenses,25267,28106,2011
Northeast,assault-offenses,18567,21369,2016
Northeast,assault-offenses,67434,78011,2011
Northeast,assault-offenses,18970,22368,2008
Northeast,assault-offenses,19474,22905,2009
Northeast,assault-offenses,50865,58513,2005
Northeast,assault-offenses,11089,12345,2001
Northeast,assault-offenses,8586,9808,1996
Northeast,assault-offenses,64116,73904,2013
Northeast,assault-offenses,7401,8090,2000
Northeast,assault-offenses,68662,79236,2010
Northeast,assault-offenses,24760,27499,2012
Northeast,assault-offenses,15118,16705,1999
Northeast,assault-offenses,12729,14200,2002
Northeast,assault-offenses,63884,73544,2019
Northeast,assault-offenses,47,62,1994
Northeast,assault-offenses,23465,26442,2019
Northeast,assault-offenses,31042,36205,2002
Northeast,assault-offenses,5706,6164,1999
Northeast,assault-offenses,11543,13575,2003
Northeast,assault-offenses,894,1036,1994
Northeast,assault-offenses,15368,17973,2006
Northeast,assault-offenses,17705,20362,2017
Northeast,assault-offenses,17013,19979,2007
Northeast,assault-offenses,20351,23322,2000
Northeast,assault-offenses,27408,30453,2010
Northeast,assault-offenses,23229,25893,2013
Northeast,assault-offenses,11207,12879,1997
Northeast,assault-offenses,67375,77536,2012
Northeast,assault-offenses,11680,13418,1998
Northeast,homicide-offenses,1,1,2011
Northeast,homicide-offenses,160,171,2005
Northeast,homicide-offenses,21,22,2011
Northeast,homicide-offenses,3,3,2005
Northeast,homicide-offenses,27,29,2005
Northeast,homicide-offenses,206,224,2011
Northeast,homicide-offenses,22,22,2001
Northeast,homicide-offenses,3,3,2001
Northeast,homicide-offenses,90,98,2001
Northeast,homicide-offenses,35,35,2002
Northeast,homicide-offenses,65,75,2000
Northeast,homicide-offenses,1,1,1994
Northeast,homicide-offenses,170,205,2012
Northeast,homicide-offenses,19,20,2000
Northeast,homicide-offenses,82,94,2002
Northeast,homicide-offenses,2,2,1994
Northeast,homicide-offenses,21,25,2012
Northeast,homicide-offenses,1,1,2000
Northeast,homicide-offenses,4,4,2012
Northeast,homicide-offenses,3,4,2013
Northeast,homicide-offenses,2,2,2010
Northeast,homicide-offenses,253,270,2019
Northeast,homicide-offenses,16,16,2013
Northeast,homicide-offenses,46,50,1999
Northeast,homicide-offenses,22,22,2010
Northeast,homicide-offenses,1,1,1999
Northeast,homicide-offenses,3,3,2019
Northeast,homicide-offenses,222,242,2010
Northeast,homicide-offenses,14,21,1999
Northeast,homicide-offenses,191,206,2013
Northeast,homicide-offenses,39,40,2019
Northeast,homicide-offenses,1,3,2003
Northeast,homicide-offenses,3,3,2006
Northeast,homicide-offenses,179,194,2007
Northeast,homicide-offenses,192,209,2017
Northeast,homicide-offenses,44,45,1998
Northeast,homicide-offenses,26,26,2003
Northeast,homicide-offenses,28,29,1997
Northeast,homicide-offenses,21,24,2006
Northeast,homicide-offenses,19,20,2007
Northeast,homicide-offenses,16,16,2017
Northeast,homicide-offenses,11,13,1997
Northeast,homicide-offenses,143,156,2006
Northeast,homicide-offenses,95,113,2003
Northeast,homicide-offenses,16,19,1998
Northeast,homicide-offenses,5,5,2017
Northeast,homicide-offenses,33,38,1996
Northeast,homicide-offenses,33,38,2016
Northeast,homicide-offenses,2,2,2008
Northeast,homicide-offenses,17,19,2009
Northeast,homicide-offenses,5,5,2016
Northeast,homicide-offenses,12,13,2008
Northeast,homicide-offenses,8,8,1996
Northeast,homicide-offenses,191,203,2016
Northeast,homicide-offenses,194,203,2009
Northeast,homicide-offenses,216,233,2008
Northeast,homicide-offenses,6,6,2018
Northeast,homicide-offenses,1,2,1995
Northeast,homicide-offenses,13,14,2014
Northeast,homicide-offenses,144,158,2004
Northeast,homicide-offenses,15,17,2015
Northeast,homicide-offenses,16,18,2018
Northeast,homicide-offenses,2,2,1995
Northeast,homicide-offenses,4,4,2014
Northeast,homicide-offenses,3,3,2015
Northeast,homicide-offenses,21,22,2004
Northeast,homicide-offenses,186,201,2015
Northeast,homicide-offenses,172,181,2014
Northeast,homicide-offenses,179,187,2018
Northeast,homicide-offenses,2,2,2004
Northeast,homicide-offenses,19,21,1995
Northeast,human-trafficking-offenses,37,43,2017
Northeast,human-trafficking-offenses,12,15,2016
Northeast,human-trafficking-offenses,61,66,2018
Northeast,human-trafficking-offenses,14,17,2019
Northeast,human-trafficking-offenses,10,12,2017
Northeast,human-trafficking-offenses,4,8,2016
Northeast,human-trafficking-offenses,11,12,2018
Northeast,human-trafficking-offenses,3,3,2015
Northeast,human-trafficking-offenses,42,46,2019
Northeast,sex-offenses,698,725,1998
Northeast,sex-offenses,585,600,1997
Northeast,sex-offenses,2364,2425,2007
Northeast,sex-offenses,3174,3222,2017
Northeast,sex-offenses,2297,2357,2006
Northeast,sex-offenses,10,10,1993
Northeast,sex-offenses,120,135,2001
Northeast,sex-offenses,1635,1677,2003
Northeast,sex-offenses,111,131,2003
Northeast,sex-offenses,154,167,2006
Northeast,sex-offenses,407,476,2005
Northeast,sex-offenses,1,1,1993
Northeast,sex-offenses,2049,2249,2006
Northeast,sex-offenses,1526,1695,2003
Northeast,sex-offenses,73,73,1997
Northeast,sex-offenses,60,62,1998
Northeast,sex-offenses,2361,2587,2007
Northeast,sex-offenses,3070,3276,2017
Northeast,sex-offenses,335,381,1998
Northeast,sex-offenses,152,161,2007
Northeast,sex-offenses,206,226,1997
Northeast,sex-offenses,549,658,2011
Northeast,sex-offenses,199,214,2017
Northeast,sex-offenses,190,199,2018
Northeast,sex-offenses,44,52,1995
Northeast,sex-offenses,2639,2823,2015
Northeast,sex-offenses,2574,2785,2014
Northeast,sex-offenses,76,81,1999
Northeast,sex-offenses,3392,3629,2018
Northeast,sex-offenses,483,503,1996
Northeast,sex-offenses,567,659,2019
Northeast,sex-offenses,188,195,2014
Northeast,sex-offenses,282,317,1995
Northeast,sex-offenses,225,236,2015
Northeast,sex-offenses,2663,2729,2009
Northeast,sex-offenses,1900,2119,2004
Northeast,sex-offenses,2678,2742,2008
Northeast,sex-offenses,560,648,2013
Northeast,sex-offenses,541,661,2010
Northeast,sex-offenses,129,137,2004
Northeast,sex-offenses,2920,2972,2016
Northeast,sex-offenses,105,117,2000
Northeast,sex-offenses,153,163,2009
Northeast,sex-offenses,167,180,2008
Northeast,sex-offenses,2715,2933,2016
Northeast,sex-offenses,531,612,2012
Northeast,sex-offenses,2531,2747,2009
Northeast,sex-offenses,191,198,2016
Northeast,sex-offenses,1953,2008,2004
Northeast,sex-offenses,2580,2808,2008
Northeast,sex-offenses,231,272,2002
Northeast,sex-offenses,3484,3566,2018
Northeast,sex-offenses,239,266,1996
Northeast,sex-offenses,13,15,1994
Northeast,sex-offenses,367,373,1995
Northeast,sex-offenses,89,102,1996
Northeast,sex-offenses,2879,2936,2015
Northeast,sex-offenses,2615,2668,2014
Northeast,sex-offenses,909,1000,2001
Northeast,sex-offenses,3,5,1993
Northeast,sex-offenses,2270,2340,2005
Northeast,sex-offenses,57,65,2001
Northeast,sex-offenses,2701,2746,2011
Northeast,sex-offenses,388,438,2007
Northeast,sex-offenses,445,517,2017
Northeast,sex-offenses,165,169,2011
Northeast,sex-offenses,44,48,1997
Northeast,sex-offenses,60,64,1998
Northeast,sex-offenses,2549,2756,2011
Northeast,sex-offenses,210,226,2005
Northeast,sex-offenses,227,274,2003
Northeast,sex-offenses,420,458,2006
Northeast,sex-offenses,2055,2323,2005
Northeast,sex-offenses,1146,1180,2001
Northeast,sex-offenses,205,224,2013
Northeast,sex-offenses,171,185,2010
Northeast,sex-offenses,354,405,2004
Northeast,sex-offenses,2717,2935,2010
Northeast,sex-offenses,1021,1049,2000
Northeast,sex-offenses,2445,2645,2013
Northeast,sex-offenses,2715,2780,2012
Northeast,sex-offenses,48,54,1999
Northeast,sex-offenses,215,232,2019
Northeast,sex-offenses,475,529,2014
Northeast,sex-offenses,460,527,2015
Northeast,sex-offenses,3488,3684,2019
Northeast,sex-offenses,528,607,2018
Northeast,sex-offenses,421,475,1999
Northeast,sex-offenses,1216,1252,2002
Northeast,sex-offenses,33,36,1995
Northeast,sex-offenses,65,68,1994
Northeast,sex-offenses,31,33,1996
Northeast,sex-offenses,3356,3409,2019
Northeast,sex-offenses,789,810,1999
Northeast,sex-offenses,977,1087,2002
Northeast,sex-offenses,154,207,1994
Northeast,sex-offenses,68,72,2002
Northeast,sex-offenses,1,1,1994
Northeast,sex-offenses,2740,2791,2010
Northeast,sex-offenses,2827,2880,2013
Northeast,sex-offenses,578,636,2000
Northeast,sex-offenses,2738,2966,2012
Northeast,sex-offenses,478,544,2016
Northeast,sex-offenses,74,79,2000
Northeast,sex-offenses,462,546,2009
Northeast,sex-offenses,442,549,2008
Northeast,sex-offenses,241,258,2012
Northeast,sex-offenses-non-forcible,1142,1197,2010
Northeast,sex-offenses-non-forcible,1081,1149,2013
Northeast,sex-offenses-non-forcible,12,17,1996
Northeast,sex-offenses-non-forcible,209,225,2009
Northeast,sex-offenses-non-forcible,211,235,2008
Northeast,sex-offenses-non-forcible,1036,1085,2019
Northeast,sex-offenses-non-forcible,118,122,1999
Northeast,sex-offenses-non-forcible,198,216,2016
Northeast,sex-offenses-non-forcible,331,348,2002
Northeast,sex-offenses-non-forcible,23,26,1994
Northeast,sex-offenses-non-forcible,137,154,2004
Northeast,sex-offenses-non-forcible,190,198,2018
Northeast,sex-offenses-non-forcible,138,142,2000
Northeast,sex-offenses-non-forcible,1136,1196,2012
Northeast,sex-offenses-non-forcible,13,14,1995
Northeast,sex-offenses-non-forcible,222,250,2015
Northeast,sex-offenses-non-forcible,225,254,2014
Northeast,sex-offenses-non-forcible,6,7,1998
Northeast,sex-offenses-non-forcible,199,205,2001
Northeast,sex-offenses-non-forcible,9,10,1997
Northeast,sex-offenses-non-forcible,189,207,2007
Northeast,sex-offenses-non-forcible,198,213,2017
Northeast,sex-offenses-non-forcible,169,187,2006
Northeast,sex-offenses-non-forcible,136,152,2003
Northeast,sex-offenses-non-forcible,1,1,1993
Northeast,sex-offenses-non-forcible,1170,1226,2011
Northeast,sex-offenses-non-forcible,1020,1079,2005
Northeast,sex-offenses-non-forcible,1096,1151,2015
Northeast,sex-offenses-non-forcible,1107,1173,2014
Northeast,sex-offenses-non-forcible,1056,1105,2018
Northeast,sex-offenses-non-forcible,15,17,2000
Northeast,sex-offenses-non-forcible,230,259,2012
Northeast,sex-offenses-non-forcible,38,39,1995
Northeast,sex-offenses-non-forcible,906,965,2004
Northeast,sex-offenses-non-forcible,46,51,2002
Northeast,sex-offenses-non-forcible,5,5,1994
Northeast,sex-offenses-non-forcible,136,153,2019
Northeast,sex-offenses-non-forcible,23,27,1999
Northeast,sex-offenses-non-forcible,1027,1083,2016
Northeast,sex-offenses-non-forcible,1210,1259,2009
Northeast,sex-offenses-non-forcible,1145,1205,2008
Northeast,sex-offenses-non-forcible,204,240,2010
Northeast,sex-offenses-non-forcible,39,40,1996
Northeast,sex-offenses-non-forcible,233,264,2013
Northeast,sex-offenses-non-forcible,178,194,2005
Northeast,sex-offenses-non-forcible,2,2,1993
Northeast,sex-offenses-non-forcible,231,263,2011
Northeast,sex-offenses-non-forcible,1022,1081,2006
Northeast,sex-offenses-non-forcible,622,656,2003
Northeast,sex-offenses-non-forcible,1061,1119,2007
Northeast,sex-offenses-non-forcible,1013,1085,2017
Northeast,sex-offenses-non-forcible,63,65,1998
Northeast,sex-offenses-non-forcible,44,46,1997
Northeast,sex-offenses-non-forcible,29,33,2001
Northeast,fraud-offenses,986,986,2016
Northeast,fraud-offenses,6798,6798,2007
Northeast,fraud-offenses,12661,12661,2015
Northeast,fraud-offenses,12339,12339,2009
Northeast,fraud-offenses,7744,7744,2014
Northeast,fraud-offenses,6,6,1998
Northeast,fraud-offenses,12725,12725,2008
Northeast,fraud-offenses,9903,9903,2017
Northeast,fraud-offenses,1,1,1997
Northeast,fraud-offenses,382,382,1997
Northeast,fraud-offenses,527,527,2008
Northeast,fraud-offenses,50,50,2017
Northeast,fraud-offenses,477,477,1998
Northeast,fraud-offenses,26,26,1995
Northeast,fraud-offenses,7829,7829,2018
Northeast,fraud-offenses,16696,16696,2016
Northeast,fraud-offenses,623,623,2009
Northeast,fraud-offenses,52,52,2007
Northeast,fraud-offenses,2568,2568,2004
Northeast,fraud-offenses,2,2,1996
Northeast,fraud-offenses,55,55,2006
Northeast,fraud-offenses,16,16,2003
Northeast,fraud-offenses,283,283,1996
Northeast,fraud-offenses,3102,3102,2003
Northeast,fraud-offenses,5679,5679,2006
Northeast,fraud-offenses,4795,4795,2019
Northeast,fraud-offenses,681,681,2014
Northeast,fraud-offenses,1,1,1993
Northeast,fraud-offenses,931,931,2015
Northeast,fraud-offenses,17643,17643,2018
Northeast,fraud-offenses,10097,10097,2016
Northeast,fraud-offenses,312,312,1995
Northeast,fraud-offenses,9,9,1995
Northeast,fraud-offenses,5811,5811,2008
Northeast,fraud-offenses,15446,15446,2014
Northeast,fraud-offenses,1,1,1993
Northeast,fraud-offenses,5824,5824,2009
Northeast,fraud-offenses,15568,15568,2015
Northeast,fraud-offenses,1455,1455,2018
Northeast,fraud-offenses,159,159,2004
Northeast,fraud-offenses,1,1,2012
Northeast,fraud-offenses,15,15,1996
Northeast,fraud-offenses,9727,9727,2004
Northeast,fraud-offenses,242,242,2019
Northeast,fraud-offenses,7506,7506,2003
Northeast,fraud-offenses,292,292,1996
Northeast,fraud-offenses,11794,11794,2006
Northeast,fraud-offenses,92,92,2003
Northeast,fraud-offenses,3,3,1996
Northeast,fraud-offenses,310,310,2006
Northeast,fraud-offenses,331,331,1997
Northeast,fraud-offenses,699,699,1998
Northeast,fraud-offenses,1012,1012,2017
Northeast,fraud-offenses,55,55,2008
Northeast,fraud-offenses,76,76,2009
Northeast,fraud-offenses,2,2,1993
Northeast,fraud-offenses,10773,10773,2016
Northeast,fraud-offenses,411,411,2007
Northeast,fraud-offenses,12060,12060,2007
Northeast,fraud-offenses,55,55,2016
Northeast,fraud-offenses,8202,8202,2009
Northeast,fraud-offenses,8,8,1997
Northeast,fraud-offenses,7933,7933,2008
Northeast,fraud-offenses,6,6,1998
Northeast,fraud-offenses,16757,16757,2017
Northeast,fraud-offenses,3668,3668,2004
Northeast,fraud-offenses,93,93,2004
Northeast,fraud-offenses,3753,3753,2006
Northeast,fraud-offenses,1781,1781,2003
Northeast,fraud-offenses,8848,8848,2017
Northeast,fraud-offenses,6,6,1995
Northeast,fraud-offenses,8635,8635,2014
Northeast,fraud-offenses,106,106,2018
Northeast,fraud-offenses,9249,9249,2015
Northeast,fraud-offenses,4750,4750,2007
Northeast,fraud-offenses,52,52,2015
Northeast,fraud-offenses,88,88,2014
Northeast,fraud-offenses,9260,9260,2018
Northeast,fraud-offenses,2,2,1993
Northeast,fraud-offenses,213,213,1995
Northeast,fraud-offenses,58,58,1998
Northeast,fraud-offenses,19,19,1997
Northeast,fraud-offenses,40,40,2015
Northeast,fraud-offenses,2,2,2014
Northeast,fraud-offenses,71,71,2002
Northeast,fraud-offenses,109,109,2005
Northeast,fraud-offenses,2847,2847,2002
Northeast,fraud-offenses,4615,4615,2005
Northeast,fraud-offenses,50,50,1994
Northeast,fraud-offenses,5438,5438,2010
Northeast,fraud-offenses,3873,3873,2018
Northeast,fraud-offenses,6524,6524,2013
Northeast,fraud-offenses,34,34,2011
Northeast,fraud-offenses,621,621,2012
Northeast,fraud-offenses,36,36,2000
Northeast,fraud-offenses,1537,1537,2000
Northeast,fraud-offenses,7562,7562,2019
Northeast,fraud-offenses,8886,8886,2011
Northeast,fraud-offenses,13996,13996,2012
Northeast,fraud-offenses,121,121,1999
Northeast,fraud-offenses,14387,14387,2013
Northeast,fraud-offenses,438,438,2016
Northeast,fraud-offenses,12284,12284,2010
Northeast,fraud-offenses,8,8,1994
Northeast,fraud-offenses,1115,1115,2002
Northeast,fraud-offenses,87,87,2017
Northeast,fraud-offenses,561,561,2013
Northeast,fraud-offenses,590,590,2010
Northeast,fraud-offenses,6585,6585,2012
Northeast,fraud-offenses,1,1,2006
Northeast,fraud-offenses,960,960,1999
Northeast,fraud-offenses,2145,2145,2001
Northeast,fraud-offenses,19349,19349,2019
Northeast,fraud-offenses,424,424,2000
Northeast,fraud-offenses,14,14,1999
Northeast,fraud-offenses,14,14,2001
Northeast,fraud-offenses,1945,1945,2019
Northeast,fraud-offenses,1373,1373,2000
Northeast,fraud-offenses,8856,8856,2012
Northeast,fraud-offenses,12980,12980,2011
Northeast,fraud-offenses,766,766,2001
Northeast,fraud-offenses,40,40,2012
Northeast,fraud-offenses,580,580,2011
Northeast,fraud-offenses,16,16,2000
Northeast,fraud-offenses,2619,2619,2002
Northeast,fraud-offenses,201,201,2018
Northeast,fraud-offenses,11639,11639,2005
Northeast,fraud-offenses,12,12,1994
Northeast,fraud-offenses,4,4,1994
Northeast,fraud-offenses,208,208,2005
Northeast,fraud-offenses,6,6,2002
Northeast,fraud-offenses,48,48,2001
Northeast,fraud-offenses,179,179,2019
Northeast,fraud-offenses,5,5,1999
Northeast,fraud-offenses,2179,2179,2001
Northeast,fraud-offenses,5970,5970,2011
Northeast,fraud-offenses,761,761,1999
Northeast,fraud-offenses,8482,8482,2019
Northeast,fraud-offenses,1,1,2006
Northeast,fraud-offenses,1656,1656,2017
Northeast,fraud-offenses,47,47,2010
Northeast,fraud-offenses,53,53,2013
Northeast,fraud-offenses,8883,8883,2013
Northeast,fraud-offenses,8245,8245,2010
Northeast,fraud-offenses,3142,3142,2005
Northeast,fraud-offenses,22,22,2016
Northeast,larceny-theft-offenses,89,89,2019
Northeast,larceny-theft-offenses,25803,25803,2013
Northeast,larceny-theft-offenses,129,129,1999
Northeast,larceny-theft-offenses,25965,25965,2010
Northeast,larceny-theft-offenses,363,363,1994
Northeast,larceny-theft-offenses,1047,1047,2008
Northeast,larceny-theft-offenses,43654,43654,2009
Northeast,larceny-theft-offenses,42363,42363,2008
Northeast,larceny-theft-offenses,8201,8201,2005
Northeast,larceny-theft-offenses,1144,1144,2009
Northeast,larceny-theft-offenses,13202,13202,2002
Northeast,larceny-theft-offenses,872,872,2016
Northeast,larceny-theft-offenses,30044,30044,2016
Northeast,larceny-theft-offenses,212,212,2010
Northeast,larceny-theft-offenses,28466,28466,2012
Northeast,larceny-theft-offenses,8545,8545,1999
Northeast,larceny-theft-offenses,18687,18687,2019
Northeast,larceny-theft-offenses,7764,7764,2011
Northeast,larceny-theft-offenses,98,98,2013
Northeast,larceny-theft-offenses,8953,8953,2000
Northeast,larceny-theft-offenses,533,533,2001
Northeast,larceny-theft-offenses,6737,6737,1996
Northeast,larceny-theft-offenses,45,45,1993
Northeast,larceny-theft-offenses,84,84,1996
Northeast,larceny-theft-offenses,711,711,2005
Northeast,larceny-theft-offenses,83,83,1995
Northeast,larceny-theft-offenses,28022,28022,2018
Northeast,larceny-theft-offenses,47262,47262,2003
Northeast,larceny-theft-offenses,6662,6662,1995
Northeast,larceny-theft-offenses,867,867,2018
Northeast,larceny-theft-offenses,66304,66304,2006
Northeast,larceny-theft-offenses,12768,12768,2002
Northeast,larceny-theft-offenses,850,850,2015
Northeast,larceny-theft-offenses,927,927,2014
Northeast,larceny-theft-offenses,150,150,2000
Northeast,larceny-theft-offenses,790,790,1994
Northeast,larceny-theft-offenses,31149,31149,2014
Northeast,larceny-theft-offenses,148,148,2012
Northeast,larceny-theft-offenses,26757,26757,2010
Northeast,larceny-theft-offenses,29383,29383,2015
Northeast,larceny-theft-offenses,29978,29978,2013
Northeast,larceny-theft-offenses,23153,23153,1997
Northeast,larceny-theft-offenses,25358,25358,1998
Northeast,larceny-theft-offenses,667,667,2011
Northeast,larceny-theft-offenses,10635,10635,2000
Northeast,larceny-theft-offenses,662,662,2004
Northeast,larceny-theft-offenses,56934,56934,2017
Northeast,larceny-theft-offenses,223,223,2002
Northeast,larceny-theft-offenses,31750,31750,2019
Northeast,larceny-theft-offenses,5617,5617,2001
Northeast,larceny-theft-offenses,71288,71288,2007
Northeast,larceny-theft-offenses,21620,21620,2004
Northeast,larceny-theft-offenses,16,16,1994
Northeast,larceny-theft-offenses,26401,26401,2012
Northeast,larceny-theft-offenses,6412,6412,1999
Northeast,larceny-theft-offenses,173,173,1999
Northeast,larceny-theft-offenses,12346,12346,1995
Northeast,larceny-theft-offenses,21861,21861,2003
Northeast,larceny-theft-offenses,27822,27822,2006
Northeast,larceny-theft-offenses,419,419,2019
Northeast,larceny-theft-offenses,798,798,2006
Northeast,larceny-theft-offenses,49487,49487,2018
Northeast,larceny-theft-offenses,437,437,2003
Northeast,larceny-theft-offenses,26848,26848,2011
Northeast,larceny-theft-offenses,12580,12580,2001
Northeast,larceny-theft-offenses,68773,68773,2014
Northeast,larceny-theft-offenses,60029,60029,2015
Northeast,larceny-theft-offenses,6541,6541,2012
Northeast,larceny-theft-offenses,3892,3892,2000
Northeast,larceny-theft-offenses,7610,7610,1997
Northeast,larceny-theft-offenses,689,689,2013
Northeast,larceny-theft-offenses,716,716,2010
Northeast,larceny-theft-offenses,10128,10128,1998
Northeast,larceny-theft-offenses,99,99,1998
Northeast,larceny-theft-offenses,85,85,1997
Northeast,larceny-theft-offenses,34904,34904,2007
Northeast,larceny-theft-offenses,251,251,1994
Northeast,larceny-theft-offenses,53149,53149,2004
Northeast,larceny-theft-offenses,810,810,2017
Northeast,larceny-theft-offenses,188,188,2001
Northeast,larceny-theft-offenses,6021,6021,2002
Northeast,larceny-theft-offenses,29116,29116,2017
Northeast,larceny-theft-offenses,1075,1075,2007
Northeast,larceny-theft-offenses,17714,17714,2005
Northeast,larceny-theft-offenses,80879,80879,2008
Northeast,larceny-theft-offenses,281,281,2005
Northeast,larceny-theft-offenses,2045,2045,1999
Northeast,larceny-theft-offenses,11603,11603,2001
Northeast,larceny-theft-offenses,26683,26683,2011
Northeast,larceny-theft-offenses,75651,75651,2009
Northeast,larceny-theft-offenses,4617,4617,2019
Northeast,larceny-theft-offenses,341,341,2000
Northeast,larceny-theft-offenses,58559,58559,2016
Northeast,larceny-theft-offenses,672,672,2012
Northeast,larceny-theft-offenses,20229,20229,2005
Northeast,larceny-theft-offenses,179,179,2011
Northeast,larceny-theft-offenses,5744,5744,2013
Northeast,larceny-theft-offenses,8065,8065,2010
Northeast,larceny-theft-offenses,489,489,2002
Northeast,larceny-theft-offenses,3,3,1993
Northeast,larceny-theft-offenses,33,33,1994
Northeast,larceny-theft-offenses,18136,18136,1996
Northeast,larceny-theft-offenses,31201,31201,2016
Northeast,larceny-theft-offenses,19390,19390,2018
Northeast,larceny-theft-offenses,4323,4323,1995
Northeast,larceny-theft-offenses,1416,1416,1997
Northeast,larceny-theft-offenses,1659,1659,1998
Northeast,larceny-theft-offenses,18623,18623,2002
Northeast,larceny-theft-offenses,24878,24878,2008
Northeast,larceny-theft-offenses,4,4,1994
Northeast,larceny-theft-offenses,5134,5134,2017
Northeast,larceny-theft-offenses,1,1,1993
Northeast,larceny-theft-offenses,25157,25157,2014
Northeast,larceny-theft-offenses,7946,7946,2007
Northeast,larceny-theft-offenses,953,953,1994
Northeast,larceny-theft-offenses,28488,28488,2009
Northeast,larceny-theft-offenses,39292,39292,2001
Northeast,larceny-theft-offenses,314,314,2004
Northeast,larceny-theft-offenses,23530,23530,2015
Northeast,larceny-theft-offenses,311,311,2002
Northeast,larceny-theft-offenses,234,234,2018
Northeast,larceny-theft-offenses,6701,6701,2003
Northeast,larceny-theft-offenses,79,79,1995
Northeast,larceny-theft-offenses,4095,4095,1996
Northeast,larceny-theft-offenses,7076,7076,2006
Northeast,larceny-theft-offenses,16155,16155,2000
Northeast,larceny-theft-offenses,1023,1023,2012
Northeast,larceny-theft-offenses,17533,17533,2004
Northeast,larceny-theft-offenses,438,438,2015
Northeast,larceny-theft-offenses,37628,37628,2012
Northeast,larceny-theft-offenses,349,349,2014
Northeast,larceny-theft-offenses,214,214,2000
Northeast,larceny-theft-offenses,30702,30702,2015
Northeast,larceny-theft-offenses,135,135,1997
Northeast,larceny-theft-offenses,34711,34711,2013
Northeast,larceny-theft-offenses,147,147,1998
Northeast,larceny-theft-offenses,25159,25159,2009
Northeast,larceny-theft-offenses,79128,79128,2011
Northeast,larceny-theft-offenses,32206,32206,2014
Northeast,larceny-theft-offenses,41506,41506,2010
Northeast,larceny-theft-offenses,1045,1045,2010
Northeast,larceny-theft-offenses,25757,25757,2008
Northeast,larceny-theft-offenses,1030,1030,2013
Northeast,larceny-theft-offenses,696,696,2007
Northeast,larceny-theft-offenses,102,102,1996
Northeast,larceny-theft-offenses,3458,3458,1995
Northeast,larceny-theft-offenses,22111,22111,2016
Northeast,larceny-theft-offenses,30628,30628,2018
Northeast,larceny-theft-offenses,427,427,2017
Northeast,larceny-theft-offenses,3,3,1993
Northeast,larceny-theft-offenses,517,517,2003
Northeast,larceny-theft-offenses,208,208,2009
Northeast,larceny-theft-offenses,12957,12957,1999
Northeast,larceny-theft-offenses,24846,24846,2019
Northeast,larceny-theft-offenses,724,724,2006
Northeast,larceny-theft-offenses,14998,14998,2004
Northeast,larceny-theft-offenses,63586,63586,2005
Northeast,larceny-theft-offenses,866,866,2019
Northeast,larceny-theft-offenses,123,123,1999
Northeast,larceny-theft-offenses,150,150,2008
Northeast,larceny-theft-offenses,4772,4772,1996
Northeast,larceny-theft-offenses,407,407,2016
Northeast,larceny-theft-offenses,944,944,2011
Northeast,larceny-theft-offenses,77808,77808,2013
Northeast,larceny-theft-offenses,39074,39074,2011
Northeast,larceny-theft-offenses,77449,77449,2010
Northeast,larceny-theft-offenses,724,724,2004
Northeast,larceny-theft-offenses,1423,1423,1996
Northeast,larceny-theft-offenses,17120,17120,2006
Northeast,larceny-theft-offenses,14539,14539,2003
Northeast,larceny-theft-offenses,29633,29633,2017
Northeast,larceny-theft-offenses,9813,9813,2008
Northeast,larceny-theft-offenses,25414,25414,2005
Northeast,larceny-theft-offenses,441,441,2018
Northeast,larceny-theft-offenses,108,108,1995
Northeast,larceny-theft-offenses,29212,29212,1999
Northeast,larceny-theft-offenses,20978,20978,2007
Northeast,larceny-theft-offenses,685,685,2005
Northeast,larceny-theft-offenses,9057,9057,2009
Northeast,larceny-theft-offenses,47778,47778,2019
Northeast,larceny-theft-offenses,5394,5394,2016
Northeast,larceny-theft-offenses,17,17,1993
Northeast,larceny-theft-offenses,548,548,2014
Northeast,larceny-theft-offenses,5470,5470,1998
Northeast,larceny-theft-offenses,4567,4567,1997
Northeast,larceny-theft-offenses,529,529,2015
Northeast,larceny-theft-offenses,70,70,1998
Northeast,larceny-theft-offenses,14580,14580,2003
Northeast,larceny-theft-offenses,74,74,1997
Northeast,larceny-theft-offenses,20593,20593,2006
Northeast,larceny-theft-offenses,127,127,1996
Northeast,larceny-theft-offenses,7031,7031,2004
Northeast,larceny-theft-offenses,16098,16098,2001
Northeast,larceny-theft-offenses,1524,1524,1994
Northeast,larceny-theft-offenses,236,236,2007
Northeast,larceny-theft-offenses,39475,39475,2002
Northeast,larceny-theft-offenses,388,388,2017
Northeast,larceny-theft-offenses,251,251,2001
Northeast,larceny-theft-offenses,1681,1681,1995
Northeast,larceny-theft-offenses,4939,4939,1997
