State,County,"Male sufficient physical activity prevalence, 2001 (%)","Female sufficient physical activity prevalence, 2001 (%)","Male sufficient physical activity  prevalence, 2009 (%)","Female sufficient physical activity  prevalence, 2009 (%)","Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Difference in male sufficient physical activity prevalence, 2001-2009 (percentage points)","Difference in female sufficient physical activity prevalence, 2001-2009 (percentage points)",,*Methodological changes in the 2011 BRFSS may affect comparability between the 2011 estimates and estimates from earlier years
Indiana,St. Joseph,60.5,48.2,59.3,46.1,59.0,47.7,-1.1,-2.1,,
Indiana,Starke,48.2,41.2,47.8,43.8,45.1,44.9,-0.4,2.6,,
Indiana,Steuben,58.2,49.3,57.8,53.9,55.6,54.8,-0.4,4.6,,
Indiana,Sullivan,54.8,43.1,50.7,45.4,48.8,45.9,-4.1,2.3,,
Indiana,Switzerland,47.5,37.7,48.9,43.7,46.8,44.6,1.4,6.0,,
Indiana,Tippecanoe,59.9,46.6,61.5,50.1,59.3,50.8,1.6,3.5,,
Indiana,Tipton,55.4,46.7,57.2,46.6,54.9,47.7,1.8,-0.2,,
Indiana,Union,51.4,46.1,55.0,49.2,53.2,50.4,3.7,3.1,,
Indiana,Vanderburgh,53.8,44.4,56.1,43.9,53.4,44.5,2.3,-0.5,,
Indiana,Vermillion,54.7,41.4,54.5,47.7,52.5,48.9,-0.2,6.3,,
Indiana,Vigo,54.4,43.9,49.6,46.2,47.0,47.1,-4.8,2.3,,
Indiana,Wabash,54.1,45.7,55.9,47.0,53.5,47.9,1.8,1.3,,
Indiana,Warren,54.4,44.1,53.3,44.1,51.3,45.0,-1.1,0.1,,
Indiana,Warrick,56.0,46.8,63.3,49.6,62.3,50.3,7.3,2.8,,
Indiana,Washington,50.9,39.1,47.9,42.7,45.3,43.7,-3.0,3.6,,
Indiana,Wayne,53.5,43.2,52.6,42.7,51.7,43.1,-0.8,-0.5,,
Indiana,Wells,56.4,50.3,54.8,46.1,52.6,46.9,-1.6,-4.2,,
Indiana,White,53.0,43.7,57.2,47.4,55.1,48.9,4.2,3.7,,
Indiana,Whitley,54.6,49.2,58.0,52.7,56.0,54.3,3.3,3.5,,
Iowa,,56.0,46.6,56.4,51.7,54.1,52.9,0.4,5.2,,
Iowa,Adair,55.3,47.7,56.7,54.0,55.0,54.9,1.4,6.3,,
Iowa,Adams,53.5,48.4,55.9,52.9,54.0,53.9,2.4,4.5,,
Iowa,Allamakee,52.9,47.3,58.8,50.5,57.5,51.9,5.9,3.3,,
Iowa,Appanoose,51.9,45.6,55.3,52.6,53.6,53.6,3.3,7.0,,
Iowa,Audubon,52.0,45.0,54.9,50.2,53.1,51.2,2.9,5.2,,
Iowa,Benton,57.1,44.9,55.9,53.6,52.6,54.7,-1.1,8.7,,
Iowa,Black Hawk,54.1,43.9,55.0,48.4,53.5,50.3,0.9,4.4,,
Iowa,Boone,53.3,45.4,56.0,52.0,53.2,53.2,2.7,6.6,,
Iowa,Bremer,50.8,48.3,59.6,56.3,57.3,57.8,8.8,8.0,,
Iowa,Buchanan,50.7,46.9,54.8,49.6,52.3,50.5,4.0,2.6,,
Iowa,Buena Vista,52.8,43.7,51.3,51.1,50.4,53.1,-1.5,7.3,,
Iowa,Butler,51.8,43.9,56.6,50.0,54.2,50.9,4.8,6.1,,
Iowa,Calhoun,50.5,48.4,58.0,53.5,56.2,54.5,7.5,5.2,,
Iowa,Carroll,52.5,46.4,56.9,47.5,55.4,47.7,4.5,1.1,,
Iowa,Cass,55.0,44.5,53.0,53.6,50.2,54.4,-2.0,9.1,,
Iowa,Cedar,57.2,46.2,54.3,54.0,51.8,54.9,-2.9,7.9,,
Iowa,Cerro Gordo,59.7,47.4,58.9,52.0,56.6,53.3,-0.8,4.5,,
Iowa,Cherokee,58.0,49.5,57.5,53.1,55.7,54.0,-0.6,3.7,,
Iowa,Chickasaw,50.7,47.2,58.5,50.8,56.5,51.8,7.8,3.5,,
Iowa,Clarke,55.9,44.2,57.6,49.2,55.7,50.5,1.7,5.0,,
Iowa,Clay,55.9,49.0,56.9,54.4,54.3,55.5,1.0,5.4,,
Iowa,Clayton,51.1,49.2,58.8,51.8,57.3,52.7,7.8,2.6,,
Iowa,Clinton,53.4,45.8,52.7,52.4,48.7,52.6,-0.7,6.7,,
Iowa,Crawford,48.7,44.1,51.7,41.6,51.3,42.9,3.0,-2.5,,
Iowa,Dallas,55.8,45.9,56.7,54.3,54.6,54.9,0.9,8.3,,
Iowa,Davis,51.4,44.3,53.1,50.9,51.2,51.9,1.7,6.6,,
Iowa,Decatur,49.8,45.5,52.7,49.2,51.0,50.3,2.9,3.7,,
Iowa,Delaware,52.3,50.3,56.5,51.1,53.6,52.1,4.2,0.8,,
Iowa,Des Moines,56.8,45.2,55.9,48.7,53.2,49.3,-0.9,3.5,,
Iowa,Dickinson,58.2,49.8,59.0,56.2,57.9,57.1,0.9,6.4,,
Iowa,Dubuque,58.2,46.0,61.3,54.3,59.1,54.7,3.1,8.3,,
Iowa,Emmet,53.0,46.0,55.5,50.6,53.8,51.8,2.5,4.6,,
Iowa,Fayette,48.6,48.0,59.7,48.4,59.0,49.3,11.0,0.5,,
Iowa,Floyd,52.6,45.1,58.4,51.1,55.7,52.2,5.8,6.0,,
Iowa,Franklin,53.4,44.8,53.0,47.7,51.3,48.5,-0.4,3.0,,
Iowa,Fremont,54.2,47.3,57.8,55.9,55.9,56.6,3.6,8.6,,
Iowa,Greene,50.2,46.8,53.9,48.6,52.1,49.7,3.6,1.8,,
Iowa,Grundy,54.0,46.1,57.9,52.7,56.3,53.7,3.8,6.5,,
Iowa,Guthrie,53.4,46.4,56.8,53.8,55.1,54.8,3.4,7.4,,
Iowa,Hamilton,52.7,46.3,57.4,52.5,55.0,53.5,4.7,6.2,,
Iowa,Hancock,55.6,49.3,56.8,52.5,55.4,53.5,1.2,3.3,,
Iowa,Hardin,53.3,45.5,57.7,52.3,55.7,53.2,4.4,6.8,,
Iowa,Harrison,51.4,46.8,56.3,48.5,54.3,49.6,5.0,1.7,,
Iowa,Henry,55.6,47.6,56.1,51.1,53.5,51.9,0.5,3.5,,
Iowa,Howard,51.2,44.3,57.3,49.8,55.5,50.8,6.1,5.5,,
Iowa,Humboldt,53.3,49.1,56.1,50.6,54.5,51.5,2.8,1.5,,
Iowa,Ida,54.5,49.1,56.8,51.0,55.1,52.0,2.3,1.9,,
Iowa,Iowa,54.9,48.4,58.2,52.4,55.9,53.4,3.3,4.0,,
Iowa,Jackson,52.6,43.6,59.0,53.9,58.0,55.4,6.4,10.2,,
Iowa,Jasper,55.4,46.6,55.9,49.7,53.1,50.9,0.5,3.2,,
Iowa,Jefferson,58.0,48.7,62.7,56.0,61.7,57.4,4.7,7.3,,
Iowa,Johnson,66.5,53.1,58.0,62.3,55.1,64.5,-8.4,9.2,,
Iowa,Jones,54.3,46.8,59.5,54.3,58.1,55.5,5.2,7.5,,
Iowa,Keokuk,51.8,49.1,56.0,52.0,54.1,53.0,4.2,2.9,,
Iowa,Kossuth,55.3,50.3,56.9,52.1,54.7,53.1,1.5,1.7,,
Iowa,Lee,55.4,47.3,56.6,51.4,53.9,52.3,1.2,4.1,,
Iowa,Linn,59.9,49.0,58.3,52.0,54.6,53.0,-1.6,3.0,,
Iowa,Louisa,53.7,46.0,51.6,48.0,49.9,49.2,-2.1,2.0,,
Iowa,Lucas,49.9,43.9,56.0,50.0,54.2,50.9,6.1,6.1,,
Iowa,Lyon,49.2,47.8,54.6,50.8,52.5,51.6,5.4,2.9,,
Iowa,Madison,56.7,45.4,58.9,53.2,56.2,54.4,2.2,7.9,,
Iowa,Mahaska,51.8,48.7,55.6,50.8,53.1,51.8,3.8,2.1,,
Iowa,Marion,54.3,48.9,57.2,47.6,55.6,48.3,2.9,-1.3,,
Iowa,Marshall,51.7,41.3,53.2,49.0,51.2,50.2,1.6,7.8,,
Iowa,Mills,53.6,44.6,59.1,53.1,57.6,53.9,5.5,8.4,,
Iowa,Mitchell,51.7,45.9,58.8,51.0,56.9,52.0,7.1,5.0,,
Iowa,Monona,51.3,47.2,56.1,47.4,54.4,48.4,4.8,0.2,,
Iowa,Monroe,52.3,47.5,55.2,51.3,53.5,52.5,3.0,3.9,,
Iowa,Montgomery,53.2,44.9,53.5,51.2,52.0,52.2,0.3,6.3,,
Iowa,Muscatine,57.8,44.1,51.0,50.7,48.3,51.9,-6.8,6.6,,
Iowa,OBrien,52.2,45.9,52.4,54.3,49.6,55.3,0.2,8.5,,
Iowa,Osceola,52.0,47.8,54.1,50.0,52.3,51.1,2.1,2.2,,
Iowa,Page,55.9,50.3,57.0,50.8,56.4,51.8,1.1,0.5,,
Iowa,Palo Alto,51.7,46.4,55.5,51.6,53.6,52.7,3.7,5.2,,
Iowa,Plymouth,54.1,49.5,52.5,51.7,49.8,53.0,-1.7,2.2,,
Iowa,Pocahontas,52.4,49.8,58.3,54.3,56.5,55.4,5.9,4.5,,
Iowa,Polk,58.9,45.8,55.5,51.6,52.9,52.9,-3.4,5.8,,
Iowa,Pottawattamie,51.6,41.7,55.6,49.2,53.0,50.2,4.1,7.5,,
Iowa,Poweshiek,55.0,46.7,58.4,53.5,56.5,54.8,3.4,6.9,,
Iowa,Ringgold,52.3,45.7,57.9,51.3,56.3,52.4,5.6,5.6,,
Iowa,Sac,53.3,49.1,57.2,51.6,55.6,52.9,3.9,2.5,,
Iowa,Scott,56.7,46.5,57.9,53.0,57.2,54.3,1.3,6.5,,
Iowa,Shelby,53.1,46.8,55.9,48.4,54.2,49.5,2.8,1.6,,
Iowa,Sioux,54.0,45.9,51.8,47.7,49.4,48.7,-2.2,1.8,,
Iowa,Story,61.5,49.5,59.3,55.7,56.6,56.8,-2.2,6.1,,
Iowa,Tama,52.4,42.3,54.7,48.8,52.4,49.1,2.3,6.5,,
Iowa,Taylor,53.5,45.7,56.4,51.0,54.8,52.2,2.9,5.3,,
Iowa,Union,58.7,46.5,57.5,50.3,55.8,51.4,-1.2,3.8,,
Iowa,Van Buren,53.1,47.5,55.9,54.5,54.2,55.4,2.8,7.0,,
Iowa,Wapello,51.6,46.4,50.2,50.7,46.9,51.7,-1.4,4.3,,
Iowa,Warren,58.3,45.4,56.9,49.8,53.4,50.4,-1.4,4.4,,
Iowa,Washington,55.0,46.2,56.0,51.2,54.4,52.0,0.9,4.9,,
Iowa,Wayne,51.7,46.9,55.7,53.1,54.0,54.0,4.0,6.2,,
Iowa,Webster,50.5,45.8,56.2,49.8,53.7,50.8,5.6,3.9,,
Iowa,Winnebago,57.6,51.9,58.8,51.7,57.0,52.6,1.2,-0.3,,
Iowa,Winneshiek,53.1,49.5,60.8,52.3,59.3,53.2,7.8,2.9,,
Iowa,Woodbury,53.5,43.1,52.2,45.2,49.5,46.6,-1.4,2.1,,
Iowa,Worth,54.1,49.4,58.7,52.8,56.8,53.6,4.7,3.3,,
Iowa,Wright,52.7,46.1,56.6,50.3,54.7,51.4,4.0,4.3,,
Kansas,,54.8,46.2,56.6,50.1,53.5,50.5,1.8,3.9,,
Kansas,Allen,56.6,45.0,56.2,49.4,53.5,51.1,-0.4,4.4,,
Kansas,Anderson,53.8,45.7,54.5,46.2,52.7,47.5,0.8,0.5,,
Kansas,Atchison,51.7,41.7,55.3,44.9,53.5,45.4,3.6,3.2,,
Kansas,Barber,54.7,46.9,58.6,52.6,57.2,54.0,3.9,5.7,,
Kansas,Barton,54.9,49.8,52.7,50.7,48.8,51.3,-2.2,0.9,,
Kansas,Bourbon,56.1,44.8,54.7,48.9,53.2,50.0,-1.4,4.1,,
Kansas,Brown,51.0,43.0,57.3,50.8,55.5,51.9,6.4,7.8,,
Kansas,Butler,55.5,45.5,56.5,47.8,52.6,48.1,1.1,2.3,,
Kansas,Chase,51.7,50.7,57.2,50.3,55.5,51.3,5.5,-0.4,,
Kansas,Chautauqua,49.3,41.4,54.6,46.9,52.6,47.9,5.3,5.5,,
Kansas,Cherokee,51.8,40.1,53.0,46.6,51.2,47.3,1.2,6.5,,
Kansas,Cheyenne,53.6,49.3,55.8,53.4,54.1,54.3,2.2,4.1,,
Kansas,Clark,56.1,50.0,58.9,56.0,57.5,57.2,2.8,6.0,,
Kansas,Clay,60.2,45.9,58.2,51.7,56.5,52.8,-2.0,5.8,,
Kansas,Cloud,56.2,47.5,56.3,52.1,54.3,53.1,0.1,4.6,,
Kansas,Coffey,55.7,51.8,59.6,51.9,57.7,52.9,3.9,0.1,,
Kansas,Comanche,59.7,53.4,58.0,52.4,56.1,53.4,-1.7,-1.0,,
Kansas,Cowley,50.4,40.4,54.0,46.0,51.3,47.5,3.6,5.6,,
Kansas,Crawford,54.7,46.0,51.2,48.1,47.3,49.3,-3.6,2.1,,
Kansas,Decatur,53.3,50.8,58.1,55.7,56.6,56.7,4.8,4.9,,
Kansas,Dickinson,53.5,48.1,52.0,50.0,47.3,50.9,-1.5,1.9,,
Kansas,Doniphan,50.4,41.7,57.0,49.2,54.8,50.5,6.6,7.4,,
Kansas,Douglas,60.7,54.7,61.3,54.4,60.4,54.8,0.7,-0.3,,
Kansas,Edwards,50.0,47.0,54.6,51.0,52.9,52.2,4.7,4.0,,
Kansas,Elk,48.4,41.3,58.5,49.1,56.7,50.2,10.2,7.8,,
Kansas,Ellis,57.7,48.9,56.3,53.8,53.0,54.4,-1.3,4.9,,
Kansas,Ellsworth,55.9,51.4,58.2,55.7,56.4,56.7,2.3,4.3,,
Kansas,Finney,49.4,39.2,49.6,46.2,47.2,47.3,0.2,7.0,,
Kansas,Ford,48.0,41.1,46.5,43.8,44.3,43.9,-1.5,2.7,,
Kansas,Franklin,54.3,47.7,55.7,48.5,53.1,48.3,1.4,0.8,,
Kansas,Geary,62.6,45.9,58.8,50.6,55.2,51.5,-3.7,4.7,,
Kansas,Gove,55.3,48.7,59.2,56.0,57.4,56.9,3.9,7.3,,
Kansas,Graham,54.9,49.6,57.6,53.4,55.9,54.5,2.8,3.8,,
Kansas,Grant,50.4,44.2,56.8,52.7,55.2,53.9,6.5,8.5,,
Kansas,Gray,46.8,42.7,48.3,46.4,46.5,47.4,1.5,3.7,,
Kansas,Greeley,55.7,50.2,58.1,54.4,56.4,55.5,2.4,4.2,,
Kansas,Greenwood,52.3,46.0,59.1,51.2,57.1,52.2,6.8,5.2,,
Kansas,Hamilton,49.1,44.8,53.9,50.5,51.9,51.2,4.8,5.7,,
Kansas,Harper,51.4,44.7,54.2,49.5,52.5,50.5,2.8,4.8,,
Kansas,Harvey,54.8,48.4,54.4,46.4,49.8,46.9,-0.4,-2.0,,
Kansas,Haskell,50.7,45.3,48.5,45.8,46.8,46.6,-2.2,0.4,,
Kansas,Hodgeman,53.5,52.0,58.3,55.4,56.8,56.4,4.8,3.3,,
Kansas,Jackson,51.7,45.5,60.1,51.4,58.2,52.2,8.4,5.8,,
Kansas,Jefferson,53.3,48.4,58.4,52.3,55.9,54.2,5.2,3.9,,
Kansas,Jewell,54.6,49.0,58.1,54.7,56.5,55.6,3.5,5.7,,
Kansas,Johnson,60.9,50.8,63.0,55.7,58.8,55.5,2.1,4.9,,
Kansas,Kearny,51.1,45.1,51.2,49.0,49.9,50.0,0.1,3.9,,
Kansas,Kingman,51.9,44.3,55.9,47.8,54.2,49.1,4.0,3.5,,
Kansas,Kiowa,54.4,48.3,60.1,55.5,58.2,56.4,5.6,7.2,,
Kansas,Labette,51.2,43.3,50.8,46.6,47.8,46.8,-0.4,3.3,,
Kansas,Lane,56.7,49.9,56.7,53.6,55.3,54.6,0.1,3.7,,
Kansas,Leavenworth,55.3,46.3,57.2,47.9,53.4,48.8,1.9,1.7,,
Kansas,Lincoln,56.0,49.4,56.8,54.4,55.2,55.4,0.9,5.1,,
Kansas,Linn,52.9,44.9,56.0,46.7,53.9,48.0,3.0,1.8,,
Kansas,Logan,54.9,51.0,57.7,54.1,56.0,55.1,2.7,3.1,,
Kansas,Lyon,53.0,47.9,51.3,48.7,47.6,50.1,-1.8,0.8,,
Kansas,Marion,48.7,49.3,56.5,48.9,54.6,49.9,7.8,-0.4,,
Kansas,Marshall,54.6,46.1,56.6,52.7,54.7,53.7,2.0,6.6,,
Kansas,McPherson,51.5,52.4,52.8,52.5,49.5,54.3,1.3,0.1,,
Kansas,Meade,52.8,47.3,54.5,52.9,53.3,54.0,1.7,5.7,,
Kansas,Miami,56.7,47.2,61.2,49.4,60.7,50.1,4.5,2.2,,
Kansas,Mitchell,59.0,51.9,57.0,54.0,55.4,55.0,-2.0,2.1,,
Kansas,Montgomery,52.0,42.3,56.1,47.0,54.5,47.6,4.1,4.7,,
Kansas,Morris,51.1,50.1,58.8,50.5,57.2,51.6,7.7,0.4,,
Kansas,Morton,54.6,50.6,58.0,51.2,56.2,52.3,3.4,0.6,,
Kansas,Nemaha,49.3,44.9,59.1,56.3,57.3,56.8,9.7,11.4,,
Kansas,Neosho,54.6,40.4,50.6,47.0,47.7,47.7,-4.1,6.7,,
Kansas,Ness,53.8,48.6,59.0,56.5,57.4,57.4,5.2,7.8,,
Kansas,Norton,54.7,49.4,56.9,51.6,55.2,52.7,2.2,2.1,,
Kansas,Osage,51.2,48.1,55.8,48.3,53.2,48.7,4.6,0.2,,
Kansas,Osborne,53.7,48.4,55.8,52.1,54.1,53.3,2.1,3.7,,
Kansas,Ottawa,56.7,47.5,55.2,52.0,53.6,53.2,-1.5,4.5,,
Kansas,Pawnee,55.7,51.5,58.7,54.6,57.0,55.6,3.1,3.1,,
Kansas,Phillips,54.3,48.2,58.1,52.7,56.4,53.8,3.8,4.5,,
Kansas,Pottawatomie,55.3,49.3,57.0,53.4,54.0,54.5,1.8,4.2,,
Kansas,Pratt,55.7,46.2,57.7,49.7,55.9,50.9,2.0,3.5,,
Kansas,Rawlins,52.2,48.3,58.1,56.3,56.5,57.3,5.9,8.0,,
Kansas,Reno,53.4,49.6,55.7,50.3,53.2,52.5,2.3,0.7,,
Kansas,Republic,53.6,48.9,60.4,56.4,58.6,57.4,6.8,7.5,,
Kansas,Rice,53.8,52.7,58.2,55.4,56.6,56.4,4.4,2.7,,
Kansas,Riley,66.8,51.9,61.3,54.7,59.7,55.5,-5.5,2.7,,
Kansas,Rooks,54.6,50.7,58.0,53.3,56.3,54.4,3.3,2.6,,
Kansas,Rush,53.2,49.6,55.5,52.4,53.7,53.4,2.3,2.8,,
Kansas,Russell,55.8,48.1,57.5,53.0,55.8,54.0,1.7,4.8,,
Kansas,Saline,56.0,50.0,55.4,50.7,53.8,51.7,-0.6,0.6,,
Kansas,Scott,56.6,48.3,58.0,52.2,56.5,53.5,1.4,4.0,,
Kansas,Sedgwick,52.8,43.7,54.4,48.3,50.1,47.9,1.6,4.6,,
Kansas,Seward,49.0,37.2,44.1,41.2,41.7,42.6,-4.9,4.0,,
Kansas,Shawnee,51.1,44.4,57.2,49.2,56.5,50.0,6.0,4.8,,
Kansas,Sheridan,55.2,52.8,59.5,55.8,57.8,56.8,4.3,3.0,,
Kansas,Sherman,56.4,50.8,55.8,51.8,54.1,53.5,-0.6,1.0,,
Kansas,Smith,53.9,47.9,56.5,51.4,54.7,52.5,2.5,3.5,,
Kansas,Stafford,50.8,48.8,55.9,51.8,54.4,52.8,5.1,3.0,,
Kansas,Stanton,51.5,46.6,49.1,45.5,48.0,46.9,-2.4,-1.1,,
Kansas,Stevens,55.2,49.0,56.4,49.6,55.1,51.3,1.1,0.6,,
Kansas,Sumner,54.5,44.9,55.7,48.4,52.4,48.2,1.3,3.5,,
Kansas,Thomas,58.4,53.4,57.8,54.3,56.3,55.3,-0.6,0.9,,
Kansas,Trego,54.6,49.5,56.4,54.1,54.9,55.1,1.8,4.6,,
Kansas,Wabaunsee,55.9,50.7,60.6,50.9,58.9,52.1,4.7,0.2,,
Kansas,Wallace,53.4,49.0,57.3,52.8,55.4,53.7,3.9,3.8,,
Kansas,Washington,52.5,44.8,55.3,51.3,53.9,52.4,2.9,6.5,,
Kansas,Wichita,50.8,45.3,54.1,49.7,52.4,51.1,3.3,4.5,,
Kansas,Wilson,53.7,40.8,52.7,44.4,50.7,45.5,-1.0,3.6,,
Kansas,Woodson,54.8,45.4,57.3,50.0,55.5,51.2,2.4,4.6,,
Kansas,Wyandotte,42.9,30.9,47.3,38.1,43.8,37.8,4.4,7.3,,
Kentucky,,44.5,33.6,51.3,44.0,49.9,45.8,6.8,10.4,,
Kentucky,Adair,32.7,29.1,44.0,39.8,43.3,40.7,11.3,10.7,,
Kentucky,Allen,38.9,29.2,48.2,39.8,46.8,40.9,9.4,10.6,,
Kentucky,Anderson,51.9,37.0,56.2,44.1,54.8,44.9,4.3,7.2,,
Kentucky,Ballard,47.4,38.6,52.8,45.5,50.8,46.4,5.5,6.8,,
Kentucky,Barren,41.6,31.5,52.1,40.9,51.1,42.1,10.5,9.4,,
Kentucky,Bath,35.4,25.0,46.3,37.7,44.5,38.5,10.9,12.6,,
Kentucky,Bell,35.7,25.9,45.6,36.7,46.3,38.0,10.0,10.9,,
Kentucky,Boone,54.9,43.0,58.7,50.1,55.6,51.6,3.7,7.0,,
Kentucky,Bourbon,45.5,34.9,54.0,43.9,52.6,44.5,8.5,9.0,,
Kentucky,Boyd,45.7,33.0,49.8,42.9,48.4,43.9,4.1,9.9,,
Kentucky,Boyle,48.3,40.2,53.6,48.5,52.1,49.7,5.3,8.3,,
Kentucky,Bracken,40.0,34.1,48.5,41.9,46.9,42.8,8.5,7.8,,
Kentucky,Breathitt,39.3,29.1,39.1,36.4,36.6,37.8,-0.2,7.3,,
Kentucky,Breckinridge,40.5,29.7,45.5,41.5,43.1,42.3,5.0,11.7,,
Kentucky,Bullitt,42.3,32.6,50.0,41.2,47.7,42.1,7.7,8.6,,
Kentucky,Butler,34.4,25.2,46.4,38.3,44.9,39.7,12.0,13.2,,
Kentucky,Caldwell,47.4,34.5,54.2,44.8,53.7,45.8,6.8,10.3,,
Kentucky,Calloway,45.6,36.1,58.2,47.3,57.9,48.4,12.5,11.2,,
Kentucky,Campbell,54.7,38.4,56.1,51.0,54.7,52.6,1.5,12.6,,
Kentucky,Carlisle,42.6,33.4,52.6,46.5,50.7,47.5,10.0,13.1,,
Kentucky,Carroll,45.9,31.1,48.7,41.2,46.2,42.0,2.9,10.1,,
Kentucky,Carter,35.8,28.8,45.9,36.5,45.2,37.2,10.1,7.6,,
Kentucky,Casey,29.6,25.9,37.5,37.2,34.8,38.2,7.9,11.3,,
Kentucky,Christian,46.3,32.0,53.1,42.9,50.9,44.0,6.8,10.9,,
Kentucky,Clark,44.7,33.4,50.4,43.9,48.7,44.9,5.7,10.5,,
Kentucky,Clay,27.3,21.4,37.1,33.9,35.8,34.9,9.7,12.5,,
Kentucky,Clinton,34.6,24.2,37.7,32.9,36.1,33.7,3.1,8.7,,
Kentucky,Crittenden,45.5,29.9,48.2,41.9,46.1,42.9,2.7,12.0,,
Kentucky,Cumberland,34.6,27.6,44.4,39.6,42.5,40.5,9.8,12.0,,
Kentucky,Daviess,45.2,36.7,57.2,47.9,55.7,49.6,12.0,11.2,,
Kentucky,Edmonson,37.5,25.4,48.4,42.1,46.7,43.1,10.9,16.7,,
Kentucky,Elliott,29.2,25.4,45.1,41.4,43.1,42.5,15.9,16.1,,
Kentucky,Estill,37.0,27.2,44.8,37.8,44.2,38.9,7.8,10.6,,
Kentucky,Fayette,50.9,40.7,55.1,49.8,53.6,51.4,4.2,9.1,,
Kentucky,Fleming,38.3,27.8,47.3,41.2,45.5,42.7,8.9,13.4,,
Kentucky,Floyd,29.0,25.4,41.6,34.7,40.8,36.4,12.6,9.3,,
Kentucky,Franklin,53.5,35.1,54.6,48.5,52.3,49.8,1.1,13.3,,
Kentucky,Fulton,44.2,32.6,48.3,39.6,46.4,40.5,4.1,7.0,,
Kentucky,Gallatin,42.3,30.6,46.3,39.1,44.6,40.0,4.0,8.5,,
Kentucky,Garrard,43.1,34.6,49.8,44.4,47.9,45.2,6.7,9.8,,
Kentucky,Grant,45.3,33.0,54.2,44.6,53.2,46.1,8.9,11.6,,
Kentucky,Graves,43.3,31.0,49.8,43.9,47.6,44.9,6.5,12.9,,
Kentucky,Grayson,35.8,26.1,43.0,37.6,41.2,38.5,7.2,11.6,,
Kentucky,Green,35.6,29.1,47.3,43.7,45.4,44.7,11.6,14.5,,
Kentucky,Greenup,41.8,31.3,50.1,40.8,47.8,42.5,8.3,9.5,,
Kentucky,Hancock,47.6,37.7,55.0,47.2,53.1,48.4,7.3,9.6,,
Kentucky,Hardin,46.4,37.4,52.5,46.9,50.9,47.8,6.1,9.4,,
Kentucky,Harlan,36.3,28.0,41.6,35.9,39.3,37.5,5.3,7.9,,
Kentucky,Harrison,45.6,38.3,52.6,45.3,51.4,46.7,7.0,7.0,,
Kentucky,Hart,33.0,24.4,40.9,37.6,38.9,38.8,7.9,13.2,,
Kentucky,Henderson,45.5,34.9,52.0,42.4,49.4,42.8,6.5,7.5,,
Kentucky,Henry,46.7,32.1,52.0,45.2,50.4,46.2,5.4,13.2,,
Kentucky,Hickman,39.0,30.3,48.1,40.4,46.4,41.4,9.1,10.2,,
Kentucky,Hopkins,41.9,29.5,48.3,44.7,46.0,46.2,6.4,15.2,,
Kentucky,Jackson,31.0,23.8,40.8,33.4,40.2,34.5,9.8,9.6,,
Kentucky,Jefferson,48.7,35.4,54.3,45.2,53.6,49.4,5.6,9.7,,
Kentucky,Jessamine,44.9,38.1,50.5,45.4,47.3,46.1,5.6,7.3,,
Kentucky,Johnson,32.2,30.8,43.7,38.5,41.7,39.9,11.5,7.8,,
Kentucky,Kenton,51.3,37.3,56.7,47.3,54.7,49.4,5.4,10.0,,
Kentucky,Knott,33.2,23.8,41.4,35.1,39.2,36.2,8.1,11.3,,
Kentucky,Knox,33.3,22.8,38.2,38.3,37.5,40.3,5.0,15.5,,
Kentucky,Larue,41.3,33.1,47.8,41.9,46.1,42.7,6.5,8.8,,
Kentucky,Laurel,35.5,27.3,45.8,41.2,44.8,42.3,10.3,13.9,,
Kentucky,Lawrence,32.3,28.0,44.7,40.4,44.2,42.0,12.4,12.4,,
Kentucky,Lee,33.3,25.0,42.0,37.6,40.4,38.6,8.7,12.6,,
Kentucky,Leslie,29.9,21.7,37.7,31.9,36.6,32.8,7.8,10.2,,
Kentucky,Letcher,32.7,23.9,42.2,35.4,41.5,37.3,9.5,11.5,,
Kentucky,Lewis,33.4,24.7,41.0,38.3,38.2,40.0,7.6,13.6,,
Kentucky,Lincoln,37.7,29.0,45.5,43.0,43.8,44.2,7.7,14.0,,
Kentucky,Livingston,47.2,36.0,50.1,44.0,48.2,45.0,2.9,8.0,,
Kentucky,Logan,41.3,29.6,48.1,40.1,46.1,41.0,6.9,10.5,,
Kentucky,Lyon,44.8,32.4,53.0,47.4,51.3,48.5,8.1,15.0,,
Kentucky,Madison,46.8,35.9,52.8,45.9,51.5,47.2,5.9,10.0,,
Kentucky,Magoffin,30.2,23.3,39.3,35.7,37.0,37.0,9.1,12.4,,
Kentucky,Marion,41.3,33.8,52.2,42.8,51.2,43.6,10.9,9.1,,
Kentucky,Marshall,45.6,36.6,56.7,49.5,57.3,50.9,11.1,12.8,,
Kentucky,Martin,24.9,23.7,39.6,33.3,38.3,34.4,14.8,9.5,,
Kentucky,Mason,45.5,30.6,47.8,41.5,45.1,43.4,2.2,10.9,,
Kentucky,McCracken,48.8,34.7,55.8,46.1,54.1,46.9,7.0,11.4,,
Kentucky,McCreary,30.5,20.5,45.4,38.7,44.5,40.2,14.9,18.2,,
Kentucky,McLean,36.5,32.0,49.1,41.6,47.0,42.5,12.6,9.6,,
Kentucky,Meade,49.2,38.2,52.9,45.4,51.3,47.0,3.7,7.2,,
Kentucky,Menifee,35.2,25.7,43.7,37.9,41.9,38.8,8.5,12.3,,
